,dataset_name,training_data_num,hash_length,space_ratio,btsp_fq_constant_x,binary_mode,btsp_sampling_ratio_x,random_seed,experiment_index,input_dim,embedding_size,btsp_fq_constant_y,btsp_sampling_ratio_y,btsp_fq,btsp_mAP
6094,sift10k,5000,12,8,1,True,0.3,1,6094,128,1024,1,0.3,0.01171875,0.5073326674756833
6095,sift10k,5000,12,8,1,True,0.4,1,6095,128,1024,1,0.4,0.01171875,0.503917534312524
6096,sift10k,5000,12,8,1,True,0.5,1,6096,128,1024,1,0.5,0.01171875,0.49810612694946177
6097,sift10k,5000,12,8,1,True,0.6,1,6097,128,1024,1,0.6,0.01171875,0.5041188048278615
6098,sift10k,5000,12,8,1,True,0.7,1,6098,128,1024,1,0.7,0.01171875,0.5026649613215851
6099,sift10k,5000,12,8,1,True,0.8,1,6099,128,1024,1,0.8,0.01171875,0.4804005756813643
6100,sift10k,5000,12,8,2,True,0.01,1,6100,128,1024,2,0.01,0.0234375,0.4385868650750449
6101,sift10k,5000,12,8,2,True,0.05,1,6101,128,1024,2,0.05,0.0234375,0.5227775335273852
6102,sift10k,5000,12,8,2,True,0.1,1,6102,128,1024,2,0.1,0.0234375,0.5038524421612378
6103,sift10k,5000,12,8,2,True,0.2,1,6103,128,1024,2,0.2,0.0234375,0.5109819218777346
6104,sift10k,5000,12,8,2,True,0.3,1,6104,128,1024,2,0.3,0.0234375,0.5147598065560931
6105,sift10k,5000,12,8,2,True,0.4,1,6105,128,1024,2,0.4,0.0234375,0.4959981816474325
6106,sift10k,5000,12,8,2,True,0.5,1,6106,128,1024,2,0.5,0.0234375,0.49949548131248417
6107,sift10k,5000,12,8,2,True,0.6,1,6107,128,1024,2,0.6,0.0234375,0.49329169513146615
6108,sift10k,5000,12,8,2,True,0.7,1,6108,128,1024,2,0.7,0.0234375,0.48695835932424814
6109,sift10k,5000,12,8,2,True,0.8,1,6109,128,1024,2,0.8,0.0234375,0.49055861831538333
6110,sift10k,5000,12,8,3,True,0.01,1,6110,128,1024,3,0.01,0.03515625,0.3888585539057162
6111,sift10k,5000,12,8,3,True,0.05,1,6111,128,1024,3,0.05,0.03515625,0.5375389396979858
6112,sift10k,5000,12,8,3,True,0.1,1,6112,128,1024,3,0.1,0.03515625,0.5215243369525318
6113,sift10k,5000,12,8,3,True,0.2,1,6113,128,1024,3,0.2,0.03515625,0.5104800277147317
6114,sift10k,5000,12,8,3,True,0.3,1,6114,128,1024,3,0.3,0.03515625,0.5025208518378477
6115,sift10k,5000,12,8,3,True,0.4,1,6115,128,1024,3,0.4,0.03515625,0.5178726176064342
6116,sift10k,5000,12,8,3,True,0.5,1,6116,128,1024,3,0.5,0.03515625,0.49398268261771944
6117,sift10k,5000,12,8,3,True,0.6,1,6117,128,1024,3,0.6,0.03515625,0.49069588919163976
6118,sift10k,5000,12,8,3,True,0.7,1,6118,128,1024,3,0.7,0.03515625,0.5026338936359983
6119,sift10k,5000,12,8,3,True,0.8,1,6119,128,1024,3,0.8,0.03515625,0.4896265496880412
6120,sift10k,5000,12,8,5,True,0.01,1,6120,128,1024,5,0.01,0.05859375,0.4328292871965576
6121,sift10k,5000,12,8,5,True,0.05,1,6121,128,1024,5,0.05,0.05859375,0.5253580239962786
6122,sift10k,5000,12,8,5,True,0.1,1,6122,128,1024,5,0.1,0.05859375,0.5225070945332295
6123,sift10k,5000,12,8,5,True,0.2,1,6123,128,1024,5,0.2,0.05859375,0.5064531120095717
6124,sift10k,5000,12,8,5,True,0.3,1,6124,128,1024,5,0.3,0.05859375,0.5095284685557226
6125,sift10k,5000,12,8,5,True,0.4,1,6125,128,1024,5,0.4,0.05859375,0.5036585470633824
6126,sift10k,5000,12,8,5,True,0.5,1,6126,128,1024,5,0.5,0.05859375,0.5039248998385842
6127,sift10k,5000,12,8,5,True,0.6,1,6127,128,1024,5,0.6,0.05859375,0.49181034236438737
6128,sift10k,5000,12,8,5,True,0.7,1,6128,128,1024,5,0.7,0.05859375,0.49782362830963006
6129,sift10k,5000,12,8,5,True,0.8,1,6129,128,1024,5,0.8,0.05859375,0.4777628112393946
6130,sift10k,5000,12,8,7,True,0.01,1,6130,128,1024,7,0.01,0.08203125,0.4033072252819338
6131,sift10k,5000,12,8,7,True,0.05,1,6131,128,1024,7,0.05,0.08203125,0.5276576923498523
6132,sift10k,5000,12,8,7,True,0.1,1,6132,128,1024,7,0.1,0.08203125,0.5248932574420627
6133,sift10k,5000,12,8,7,True,0.2,1,6133,128,1024,7,0.2,0.08203125,0.5091568867094814
6134,sift10k,5000,12,8,7,True,0.3,1,6134,128,1024,7,0.3,0.08203125,0.5084303318917527
6135,sift10k,5000,12,8,7,True,0.4,1,6135,128,1024,7,0.4,0.08203125,0.5037959618157902
6136,sift10k,5000,12,8,7,True,0.5,1,6136,128,1024,7,0.5,0.08203125,0.5108735197860924
6137,sift10k,5000,12,8,7,True,0.6,1,6137,128,1024,7,0.6,0.08203125,0.5063517628192602
6138,sift10k,5000,12,8,7,True,0.7,1,6138,128,1024,7,0.7,0.08203125,0.5004503048362237
6139,sift10k,5000,12,8,7,True,0.8,1,6139,128,1024,7,0.8,0.08203125,0.47652501585646995
6140,sift10k,5000,12,8,8,True,0.01,1,6140,128,1024,8,0.01,0.09375,0.38265551267923376
6141,sift10k,5000,12,8,8,True,0.05,1,6141,128,1024,8,0.05,0.09375,0.5178755686796552
6142,sift10k,5000,12,8,8,True,0.1,1,6142,128,1024,8,0.1,0.09375,0.5246180935263296
6143,sift10k,5000,12,8,8,True,0.2,1,6143,128,1024,8,0.2,0.09375,0.5183428007394135
6144,sift10k,5000,12,8,8,True,0.3,1,6144,128,1024,8,0.3,0.09375,0.5145542919248068
6145,sift10k,5000,12,8,8,True,0.4,1,6145,128,1024,8,0.4,0.09375,0.5088491653724694
6146,sift10k,5000,12,8,8,True,0.5,1,6146,128,1024,8,0.5,0.09375,0.505278832976235
6147,sift10k,5000,12,8,8,True,0.6,1,6147,128,1024,8,0.6,0.09375,0.50358646618941
6148,sift10k,5000,12,8,8,True,0.7,1,6148,128,1024,8,0.7,0.09375,0.510606735559797
6149,sift10k,5000,12,8,8,True,0.8,1,6149,128,1024,8,0.8,0.09375,0.486194048055592
6150,sift10k,5000,12,8,10,True,0.01,1,6150,128,1024,10,0.01,0.1171875,0.4257796606910018
6151,sift10k,5000,12,8,10,True,0.05,1,6151,128,1024,10,0.05,0.1171875,0.5177589781647114
6152,sift10k,5000,12,8,10,True,0.1,1,6152,128,1024,10,0.1,0.1171875,0.5318005016931417
6153,sift10k,5000,12,8,10,True,0.2,1,6153,128,1024,10,0.2,0.1171875,0.5037986086505972
6154,sift10k,5000,12,8,10,True,0.3,1,6154,128,1024,10,0.3,0.1171875,0.5075695684524972
6155,sift10k,5000,12,8,10,True,0.4,1,6155,128,1024,10,0.4,0.1171875,0.5127016743568149
6156,sift10k,5000,12,8,10,True,0.5,1,6156,128,1024,10,0.5,0.1171875,0.5013819237208901
6157,sift10k,5000,12,8,10,True,0.6,1,6157,128,1024,10,0.6,0.1171875,0.5006565463462135
6158,sift10k,5000,12,8,10,True,0.7,1,6158,128,1024,10,0.7,0.1171875,0.5001104015968337
6159,sift10k,5000,12,8,10,True,0.8,1,6159,128,1024,10,0.8,0.1171875,0.5012781431498865
6160,sift10k,5000,12,12,1,True,0.01,1,6160,128,1536,1,0.01,0.0078125,0.39970251091022735
6161,sift10k,5000,12,12,1,True,0.05,1,6161,128,1536,1,0.05,0.0078125,0.5325499212387597
6162,sift10k,5000,12,12,1,True,0.1,1,6162,128,1536,1,0.1,0.0078125,0.5287883360852479
6163,sift10k,5000,12,12,1,True,0.2,1,6163,128,1536,1,0.2,0.0078125,0.5178478429316385
6164,sift10k,5000,12,12,1,True,0.3,1,6164,128,1536,1,0.3,0.0078125,0.5285068087933072
6165,sift10k,5000,12,12,1,True,0.4,1,6165,128,1536,1,0.4,0.0078125,0.5216770723405744
6166,sift10k,5000,12,12,1,True,0.5,1,6166,128,1536,1,0.5,0.0078125,0.5041456704786331
6167,sift10k,5000,12,12,1,True,0.6,1,6167,128,1536,1,0.6,0.0078125,0.5099250202366462
6168,sift10k,5000,12,12,1,True,0.7,1,6168,128,1536,1,0.7,0.0078125,0.5014689673019752
6169,sift10k,5000,12,12,1,True,0.8,1,6169,128,1536,1,0.8,0.0078125,0.48785689224405654
6170,sift10k,5000,12,12,2,True,0.01,1,6170,128,1536,2,0.01,0.015625,0.41195900336921465
6171,sift10k,5000,12,12,2,True,0.05,1,6171,128,1536,2,0.05,0.015625,0.5383421742174972
6172,sift10k,5000,12,12,2,True,0.1,1,6172,128,1536,2,0.1,0.015625,0.51869757137813
6173,sift10k,5000,12,12,2,True,0.2,1,6173,128,1536,2,0.2,0.015625,0.5219907920289767
6174,sift10k,5000,12,12,2,True,0.3,1,6174,128,1536,2,0.3,0.015625,0.5309303414604927
6175,sift10k,5000,12,12,2,True,0.4,1,6175,128,1536,2,0.4,0.015625,0.5156925494903836
6176,sift10k,5000,12,12,2,True,0.5,1,6176,128,1536,2,0.5,0.015625,0.5102718421754004
6177,sift10k,5000,12,12,2,True,0.6,1,6177,128,1536,2,0.6,0.015625,0.5124427319700507
6178,sift10k,5000,12,12,2,True,0.7,1,6178,128,1536,2,0.7,0.015625,0.5044546511815418
6179,sift10k,5000,12,12,2,True,0.8,1,6179,128,1536,2,0.8,0.015625,0.5016275321964697
6180,sift10k,5000,12,12,3,True,0.01,1,6180,128,1536,3,0.01,0.0234375,0.39276720497506745
6181,sift10k,5000,12,12,3,True,0.05,1,6181,128,1536,3,0.05,0.0234375,0.5291392354962837
6182,sift10k,5000,12,12,3,True,0.1,1,6182,128,1536,3,0.1,0.0234375,0.5232322728977084
6183,sift10k,5000,12,12,3,True,0.2,1,6183,128,1536,3,0.2,0.0234375,0.5269535407372373
6184,sift10k,5000,12,12,3,True,0.3,1,6184,128,1536,3,0.3,0.0234375,0.5197454424161962
6185,sift10k,5000,12,12,3,True,0.4,1,6185,128,1536,3,0.4,0.0234375,0.5197923742184984
6186,sift10k,5000,12,12,3,True,0.5,1,6186,128,1536,3,0.5,0.0234375,0.5179623385373527
6187,sift10k,5000,12,12,3,True,0.6,1,6187,128,1536,3,0.6,0.0234375,0.5119918539613441
6188,sift10k,5000,12,12,3,True,0.7,1,6188,128,1536,3,0.7,0.0234375,0.4863231139997061
6189,sift10k,5000,12,12,3,True,0.8,1,6189,128,1536,3,0.8,0.0234375,0.5053852800762947
6190,sift10k,5000,12,12,5,True,0.01,1,6190,128,1536,5,0.01,0.0390625,0.389310142361153
6191,sift10k,5000,12,12,5,True,0.05,1,6191,128,1536,5,0.05,0.0390625,0.5296876116579429
6192,sift10k,5000,12,12,5,True,0.1,1,6192,128,1536,5,0.1,0.0390625,0.520285254807782
6193,sift10k,5000,12,12,5,True,0.2,1,6193,128,1536,5,0.2,0.0390625,0.5167211688612917
6194,sift10k,5000,12,12,5,True,0.3,1,6194,128,1536,5,0.3,0.0390625,0.5233327166004602
6195,sift10k,5000,12,12,5,True,0.4,1,6195,128,1536,5,0.4,0.0390625,0.5051748867235794
6196,sift10k,5000,12,12,5,True,0.5,1,6196,128,1536,5,0.5,0.0390625,0.4925804291518992
6197,sift10k,5000,12,12,5,True,0.6,1,6197,128,1536,5,0.6,0.0390625,0.5035753033417499
6198,sift10k,5000,12,12,5,True,0.7,1,6198,128,1536,5,0.7,0.0390625,0.49137950110774364
6199,sift10k,5000,12,12,5,True,0.8,1,6199,128,1536,5,0.8,0.0390625,0.499840306665611
6200,sift10k,5000,12,12,7,True,0.01,1,6200,128,1536,7,0.01,0.0546875,0.4290699546366153
6201,sift10k,5000,12,12,7,True,0.05,1,6201,128,1536,7,0.05,0.0546875,0.5248032126350706
6202,sift10k,5000,12,12,7,True,0.1,1,6202,128,1536,7,0.1,0.0546875,0.536827714665633
6203,sift10k,5000,12,12,7,True,0.2,1,6203,128,1536,7,0.2,0.0546875,0.5268753075647719
6204,sift10k,5000,12,12,7,True,0.3,1,6204,128,1536,7,0.3,0.0546875,0.5250944778561913
6205,sift10k,5000,12,12,7,True,0.4,1,6205,128,1536,7,0.4,0.0546875,0.522169440979665
6206,sift10k,5000,12,12,7,True,0.5,1,6206,128,1536,7,0.5,0.0546875,0.5071352400838932
6207,sift10k,5000,12,12,7,True,0.6,1,6207,128,1536,7,0.6,0.0546875,0.5139784645731451
6208,sift10k,5000,12,12,7,True,0.7,1,6208,128,1536,7,0.7,0.0546875,0.5104393364366624
6209,sift10k,5000,12,12,7,True,0.8,1,6209,128,1536,7,0.8,0.0546875,0.5013606297321571
6210,sift10k,5000,12,12,8,True,0.01,1,6210,128,1536,8,0.01,0.0625,0.42478125949105233
6211,sift10k,5000,12,12,8,True,0.05,1,6211,128,1536,8,0.05,0.0625,0.5333075159615636
6212,sift10k,5000,12,12,8,True,0.1,1,6212,128,1536,8,0.1,0.0625,0.5279894119294031
6213,sift10k,5000,12,12,8,True,0.2,1,6213,128,1536,8,0.2,0.0625,0.5126761578666041
6214,sift10k,5000,12,12,8,True,0.3,1,6214,128,1536,8,0.3,0.0625,0.5125535284824767
6215,sift10k,5000,12,12,8,True,0.4,1,6215,128,1536,8,0.4,0.0625,0.5028300293498801
6216,sift10k,5000,12,12,8,True,0.5,1,6216,128,1536,8,0.5,0.0625,0.49547693118207975
6217,sift10k,5000,12,12,8,True,0.6,1,6217,128,1536,8,0.6,0.0625,0.5173483660653678
6218,sift10k,5000,12,12,8,True,0.7,1,6218,128,1536,8,0.7,0.0625,0.5033465227032926
6219,sift10k,5000,12,12,8,True,0.8,1,6219,128,1536,8,0.8,0.0625,0.5067570706864729
6220,sift10k,5000,12,12,10,True,0.01,1,6220,128,1536,10,0.01,0.078125,0.38654202357333733
6221,sift10k,5000,12,12,10,True,0.05,1,6221,128,1536,10,0.05,0.078125,0.5280697297177601
6222,sift10k,5000,12,12,10,True,0.1,1,6222,128,1536,10,0.1,0.078125,0.5439296311151977
6223,sift10k,5000,12,12,10,True,0.2,1,6223,128,1536,10,0.2,0.078125,0.5363494534359556
6224,sift10k,5000,12,12,10,True,0.3,1,6224,128,1536,10,0.3,0.078125,0.5203062231938348
6225,sift10k,5000,12,12,10,True,0.4,1,6225,128,1536,10,0.4,0.078125,0.5005189314967105
6226,sift10k,5000,12,12,10,True,0.5,1,6226,128,1536,10,0.5,0.078125,0.5058009349028921
6227,sift10k,5000,12,12,10,True,0.6,1,6227,128,1536,10,0.6,0.078125,0.5176856786451063
6228,sift10k,5000,12,12,10,True,0.7,1,6228,128,1536,10,0.7,0.078125,0.48928386313265143
6229,sift10k,5000,12,12,10,True,0.8,1,6229,128,1536,10,0.8,0.078125,0.48685985231768836
6230,sift10k,5000,12,1,1,True,0.01,1,6230,128,128,1,0.01,0.09375,0.4732094404092121
6231,sift10k,5000,12,1,1,True,0.05,1,6231,128,128,1,0.05,0.09375,0.45325037602264445
6232,sift10k,5000,12,1,1,True,0.1,1,6232,128,128,1,0.1,0.09375,0.4655589400396195
6233,sift10k,5000,12,1,1,True,0.2,1,6233,128,128,1,0.2,0.09375,0.4656579775169086
6234,sift10k,5000,12,1,1,True,0.3,1,6234,128,128,1,0.3,0.09375,0.4508290484366618
6235,sift10k,5000,12,1,1,True,0.4,1,6235,128,128,1,0.4,0.09375,0.4397059029674708
6236,sift10k,5000,12,1,1,True,0.5,1,6236,128,128,1,0.5,0.09375,0.448406859160036
6237,sift10k,5000,12,1,1,True,0.6,1,6237,128,128,1,0.6,0.09375,0.4507648378948664
6238,sift10k,5000,12,1,1,True,0.7,1,6238,128,128,1,0.7,0.09375,0.4237288414710423
6239,sift10k,5000,12,1,1,True,0.8,1,6239,128,128,1,0.8,0.09375,0.41023899828011173
6240,sift10k,5000,12,1,2,True,0.01,1,6240,128,128,2,0.01,0.1875,0.4952295763438775
6241,sift10k,5000,12,1,2,True,0.05,1,6241,128,128,2,0.05,0.1875,0.45513327024928224
6242,sift10k,5000,12,1,2,True,0.1,1,6242,128,128,2,0.1,0.1875,0.4498327196728615
6243,sift10k,5000,12,1,2,True,0.2,1,6243,128,128,2,0.2,0.1875,0.4553467653150261
6244,sift10k,5000,12,1,2,True,0.3,1,6244,128,128,2,0.3,0.1875,0.45316019420560655
6245,sift10k,5000,12,1,2,True,0.4,1,6245,128,128,2,0.4,0.1875,0.43624332084976525
6246,sift10k,5000,12,1,2,True,0.5,1,6246,128,128,2,0.5,0.1875,0.44353391127226266
6247,sift10k,5000,12,1,2,True,0.6,1,6247,128,128,2,0.6,0.1875,0.4374104695858014
6248,sift10k,5000,12,1,2,True,0.7,1,6248,128,128,2,0.7,0.1875,0.43126353331767003
6249,sift10k,5000,12,1,2,True,0.8,1,6249,128,128,2,0.8,0.1875,0.4444090381953389
6250,sift10k,5000,12,1,3,True,0.01,1,6250,128,128,3,0.01,0.28125,0.46400881645978187
6251,sift10k,5000,12,1,3,True,0.05,1,6251,128,128,3,0.05,0.28125,0.4419981609485047
6252,sift10k,5000,12,1,3,True,0.1,1,6252,128,128,3,0.1,0.28125,0.4384160570683876
6253,sift10k,5000,12,1,3,True,0.2,1,6253,128,128,3,0.2,0.28125,0.4424794727609144
6254,sift10k,5000,12,1,3,True,0.3,1,6254,128,128,3,0.3,0.28125,0.4487873420112304
6255,sift10k,5000,12,1,3,True,0.4,1,6255,128,128,3,0.4,0.28125,0.44410404522042013
6256,sift10k,5000,12,1,3,True,0.5,1,6256,128,128,3,0.5,0.28125,0.4494222788232754
6257,sift10k,5000,12,1,3,True,0.6,1,6257,128,128,3,0.6,0.28125,0.46278332232184016
6258,sift10k,5000,12,1,3,True,0.7,1,6258,128,128,3,0.7,0.28125,0.4228059405657639
6259,sift10k,5000,12,1,3,True,0.8,1,6259,128,128,3,0.8,0.28125,0.425864062773534
6260,sift10k,5000,12,1,5,True,0.01,1,6260,128,128,5,0.01,0.46875,0.4646535625942105
6261,sift10k,5000,12,1,5,True,0.05,1,6261,128,128,5,0.05,0.46875,0.45125649375198207
6262,sift10k,5000,12,1,5,True,0.1,1,6262,128,128,5,0.1,0.46875,0.45153127709951185
6263,sift10k,5000,12,1,5,True,0.2,1,6263,128,128,5,0.2,0.46875,0.43363759640068134
6264,sift10k,5000,12,1,5,True,0.3,1,6264,128,128,5,0.3,0.46875,0.44096660375980695
6265,sift10k,5000,12,1,5,True,0.4,1,6265,128,128,5,0.4,0.46875,0.4379318910594376
6266,sift10k,5000,12,1,5,True,0.5,1,6266,128,128,5,0.5,0.46875,0.425093485130446
6267,sift10k,5000,12,1,5,True,0.6,1,6267,128,128,5,0.6,0.46875,0.4502349380946235
6268,sift10k,5000,12,1,5,True,0.7,1,6268,128,128,5,0.7,0.46875,0.429369845218759
6269,sift10k,5000,12,1,5,True,0.8,1,6269,128,128,5,0.8,0.46875,0.4216320063173829
6270,sift10k,5000,12,1,7,True,0.01,1,6270,128,128,7,0.01,0.65625,0.4294172351521649
6271,sift10k,5000,12,1,7,True,0.05,1,6271,128,128,7,0.05,0.65625,0.4575882369838715
6272,sift10k,5000,12,1,7,True,0.1,1,6272,128,128,7,0.1,0.65625,0.4607447945693934
6273,sift10k,5000,12,1,7,True,0.2,1,6273,128,128,7,0.2,0.65625,0.4553535872418738
6274,sift10k,5000,12,1,7,True,0.3,1,6274,128,128,7,0.3,0.65625,0.4522735477350911
6275,sift10k,5000,12,1,7,True,0.4,1,6275,128,128,7,0.4,0.65625,0.4311517989836649
6276,sift10k,5000,12,1,7,True,0.5,1,6276,128,128,7,0.5,0.65625,0.45180669401069684
6277,sift10k,5000,12,1,7,True,0.6,1,6277,128,128,7,0.6,0.65625,0.4310591088640595
6278,sift10k,5000,12,1,7,True,0.7,1,6278,128,128,7,0.7,0.65625,0.4282057887967783
6279,sift10k,5000,12,1,7,True,0.8,1,6279,128,128,7,0.8,0.65625,0.41830393425103796
6280,sift10k,5000,12,1,8,True,0.01,1,6280,128,128,8,0.01,0.75,0.47467486172207146
6281,sift10k,5000,12,1,8,True,0.05,1,6281,128,128,8,0.05,0.75,0.4535204653838336
6282,sift10k,5000,12,1,8,True,0.1,1,6282,128,128,8,0.1,0.75,0.4591912452827629
6283,sift10k,5000,12,1,8,True,0.2,1,6283,128,128,8,0.2,0.75,0.43856797440726153
6284,sift10k,5000,12,1,8,True,0.3,1,6284,128,128,8,0.3,0.75,0.4585210603575397
6285,sift10k,5000,12,1,8,True,0.4,1,6285,128,128,8,0.4,0.75,0.45988020750616804
6286,sift10k,5000,12,1,8,True,0.5,1,6286,128,128,8,0.5,0.75,0.43233090164400284
6287,sift10k,5000,12,1,8,True,0.6,1,6287,128,128,8,0.6,0.75,0.42466346091594814
6288,sift10k,5000,12,1,8,True,0.7,1,6288,128,128,8,0.7,0.75,0.4319700330503979
6289,sift10k,5000,12,1,8,True,0.8,1,6289,128,128,8,0.8,0.75,0.428518093561593
6290,sift10k,5000,12,1,10,True,0.01,1,6290,128,128,10,0.01,0.9375,0.44931084638820934
6291,sift10k,5000,12,1,10,True,0.05,1,6291,128,128,10,0.05,0.9375,0.46843518393551814
6292,sift10k,5000,12,1,10,True,0.1,1,6292,128,128,10,0.1,0.9375,0.4438971941931736
6293,sift10k,5000,12,1,10,True,0.2,1,6293,128,128,10,0.2,0.9375,0.43861928950627793
6294,sift10k,5000,12,1,10,True,0.3,1,6294,128,128,10,0.3,0.9375,0.42252705245988725
6295,sift10k,5000,12,1,10,True,0.4,1,6295,128,128,10,0.4,0.9375,0.44408359038283285
6296,sift10k,5000,12,1,10,True,0.5,1,6296,128,128,10,0.5,0.9375,0.4095315984266245
6297,sift10k,5000,12,1,10,True,0.6,1,6297,128,128,10,0.6,0.9375,0.4328588889508896
6298,sift10k,5000,12,1,10,True,0.7,1,6298,128,128,10,0.7,0.9375,0.4422671844322509
6299,sift10k,5000,12,1,10,True,0.8,1,6299,128,128,10,0.8,0.9375,0.4076587644081378
6300,sift10k,5000,16,20,1,True,0.01,1,6300,128,2560,1,0.01,0.00625,0.4155239420639575
6301,sift10k,5000,16,20,1,True,0.05,1,6301,128,2560,1,0.05,0.00625,0.593017493936927
6302,sift10k,5000,16,20,1,True,0.1,1,6302,128,2560,1,0.1,0.00625,0.5904109167392136
6303,sift10k,5000,16,20,1,True,0.2,1,6303,128,2560,1,0.2,0.00625,0.572753876242628
6304,sift10k,5000,16,20,1,True,0.3,1,6304,128,2560,1,0.3,0.00625,0.5930587513603941
6305,sift10k,5000,16,20,1,True,0.4,1,6305,128,2560,1,0.4,0.00625,0.57708729255097
6306,sift10k,5000,16,20,1,True,0.5,1,6306,128,2560,1,0.5,0.00625,0.5767946848887023
6307,sift10k,5000,16,20,1,True,0.6,1,6307,128,2560,1,0.6,0.00625,0.5549993406034461
6308,sift10k,5000,16,20,1,True,0.7,1,6308,128,2560,1,0.7,0.00625,0.5671971971483467
6309,sift10k,5000,16,20,1,True,0.8,1,6309,128,2560,1,0.8,0.00625,0.5515637460182923
6310,sift10k,5000,16,20,2,True,0.01,1,6310,128,2560,2,0.01,0.0125,0.4164616273125975
6311,sift10k,5000,16,20,2,True,0.05,1,6311,128,2560,2,0.05,0.0125,0.579600969995734
6312,sift10k,5000,16,20,2,True,0.1,1,6312,128,2560,2,0.1,0.0125,0.6011145773976769
6313,sift10k,5000,16,20,2,True,0.2,1,6313,128,2560,2,0.2,0.0125,0.5835457095137648
6314,sift10k,5000,16,20,2,True,0.3,1,6314,128,2560,2,0.3,0.0125,0.5775003589348592
6315,sift10k,5000,16,20,2,True,0.4,1,6315,128,2560,2,0.4,0.0125,0.5750235748239693
6316,sift10k,5000,16,20,2,True,0.5,1,6316,128,2560,2,0.5,0.0125,0.5684635595019697
6317,sift10k,5000,16,20,2,True,0.6,1,6317,128,2560,2,0.6,0.0125,0.5611276031832906
6318,sift10k,5000,16,20,2,True,0.7,1,6318,128,2560,2,0.7,0.0125,0.5475666207032438
6319,sift10k,5000,16,20,2,True,0.8,1,6319,128,2560,2,0.8,0.0125,0.5581628608380387
6320,sift10k,5000,16,20,3,True,0.01,1,6320,128,2560,3,0.01,0.01875,0.43267163810432263
6321,sift10k,5000,16,20,3,True,0.05,1,6321,128,2560,3,0.05,0.01875,0.5931699676477165
6322,sift10k,5000,16,20,3,True,0.1,1,6322,128,2560,3,0.1,0.01875,0.5835156772252399
6323,sift10k,5000,16,20,3,True,0.2,1,6323,128,2560,3,0.2,0.01875,0.5820717903013287
6324,sift10k,5000,16,20,3,True,0.3,1,6324,128,2560,3,0.3,0.01875,0.574049042694955
6325,sift10k,5000,16,20,3,True,0.4,1,6325,128,2560,3,0.4,0.01875,0.5726517781230398
6326,sift10k,5000,16,20,3,True,0.5,1,6326,128,2560,3,0.5,0.01875,0.5769754713914365
6327,sift10k,5000,16,20,3,True,0.6,1,6327,128,2560,3,0.6,0.01875,0.5661197016996722
6328,sift10k,5000,16,20,3,True,0.7,1,6328,128,2560,3,0.7,0.01875,0.5547905278871397
6329,sift10k,5000,16,20,3,True,0.8,1,6329,128,2560,3,0.8,0.01875,0.5461034248591113
6330,sift10k,5000,16,20,5,True,0.01,1,6330,128,2560,5,0.01,0.03125,0.42591236754267225
6331,sift10k,5000,16,20,5,True,0.05,1,6331,128,2560,5,0.05,0.03125,0.5803997875580819
6332,sift10k,5000,16,20,5,True,0.1,1,6332,128,2560,5,0.1,0.03125,0.5783133202899444
6333,sift10k,5000,16,20,5,True,0.2,1,6333,128,2560,5,0.2,0.03125,0.5779689088447498
6334,sift10k,5000,16,20,5,True,0.3,1,6334,128,2560,5,0.3,0.03125,0.5735316202040026
6335,sift10k,5000,16,20,5,True,0.4,1,6335,128,2560,5,0.4,0.03125,0.5765574880374422
6336,sift10k,5000,16,20,5,True,0.5,1,6336,128,2560,5,0.5,0.03125,0.5638500422382626
6337,sift10k,5000,16,20,5,True,0.6,1,6337,128,2560,5,0.6,0.03125,0.5698552471377752
6338,sift10k,5000,16,20,5,True,0.7,1,6338,128,2560,5,0.7,0.03125,0.572314967294148
6339,sift10k,5000,16,20,5,True,0.8,1,6339,128,2560,5,0.8,0.03125,0.5553608222489029
6340,sift10k,5000,16,20,7,True,0.01,1,6340,128,2560,7,0.01,0.04375,0.39861357897376604
6341,sift10k,5000,16,20,7,True,0.05,1,6341,128,2560,7,0.05,0.04375,0.5764606728316347
6342,sift10k,5000,16,20,7,True,0.1,1,6342,128,2560,7,0.1,0.04375,0.5819977605102715
6343,sift10k,5000,16,20,7,True,0.2,1,6343,128,2560,7,0.2,0.04375,0.5740026644141144
6344,sift10k,5000,16,20,7,True,0.3,1,6344,128,2560,7,0.3,0.04375,0.5751642220565277
6345,sift10k,5000,16,20,7,True,0.4,1,6345,128,2560,7,0.4,0.04375,0.5849777440953262
6346,sift10k,5000,16,20,7,True,0.5,1,6346,128,2560,7,0.5,0.04375,0.5722757971382327
6347,sift10k,5000,16,20,7,True,0.6,1,6347,128,2560,7,0.6,0.04375,0.5765327410482093
6348,sift10k,5000,16,20,7,True,0.7,1,6348,128,2560,7,0.7,0.04375,0.5465523835993948
6349,sift10k,5000,16,20,7,True,0.8,1,6349,128,2560,7,0.8,0.04375,0.5647137411823915
6350,sift10k,5000,16,20,8,True,0.01,1,6350,128,2560,8,0.01,0.05,0.4158584393136821
6351,sift10k,5000,16,20,8,True,0.05,1,6351,128,2560,8,0.05,0.05,0.5783705355043697
6352,sift10k,5000,16,20,8,True,0.1,1,6352,128,2560,8,0.1,0.05,0.5867993685525023
6353,sift10k,5000,16,20,8,True,0.2,1,6353,128,2560,8,0.2,0.05,0.5815083758598104
6354,sift10k,5000,16,20,8,True,0.3,1,6354,128,2560,8,0.3,0.05,0.5757112538920252
6355,sift10k,5000,16,20,8,True,0.4,1,6355,128,2560,8,0.4,0.05,0.580788592996243
