,dataset_name,training_data_num,hash_length,space_ratio,btsp_fq_constant_x,binary_mode,btsp_sampling_ratio_x,random_seed,experiment_index,input_dim,embedding_size,btsp_fq_constant_y,btsp_sampling_ratio_y,btsp_fq,btsp_mAP
2408,mnist10k,5000,2,1,3,True,0.7,1,2408,784,784,3,0.7,0.007653061224489796,0.2432661559160113
2409,mnist10k,5000,2,1,3,True,0.8,1,2409,784,784,3,0.8,0.007653061224489796,0.2462024093040908
2410,mnist10k,5000,2,1,5,True,0.01,1,2410,784,784,5,0.01,0.012755102040816327,0.2558910875699393
2411,mnist10k,5000,2,1,5,True,0.05,1,2411,784,784,5,0.05,0.012755102040816327,0.25810339388107956
2412,mnist10k,5000,2,1,5,True,0.1,1,2412,784,784,5,0.1,0.012755102040816327,0.25361617457746466
2413,mnist10k,5000,2,1,5,True,0.2,1,2413,784,784,5,0.2,0.012755102040816327,0.2583962370194775
2414,mnist10k,5000,2,1,5,True,0.3,1,2414,784,784,5,0.3,0.012755102040816327,0.2541620894416289
2415,mnist10k,5000,2,1,5,True,0.4,1,2415,784,784,5,0.4,0.012755102040816327,0.27305235044534487
2416,mnist10k,5000,2,1,5,True,0.5,1,2416,784,784,5,0.5,0.012755102040816327,0.24744626096131936
2417,mnist10k,5000,2,1,5,True,0.6,1,2417,784,784,5,0.6,0.012755102040816327,0.24557998793999405
2418,mnist10k,5000,2,1,5,True,0.7,1,2418,784,784,5,0.7,0.012755102040816327,0.25038059841328936
2419,mnist10k,5000,2,1,5,True,0.8,1,2419,784,784,5,0.8,0.012755102040816327,0.26650486221384495
2420,mnist10k,5000,2,1,7,True,0.01,1,2420,784,784,7,0.01,0.017857142857142856,0.260056853788643
2421,mnist10k,5000,2,1,7,True,0.05,1,2421,784,784,7,0.05,0.017857142857142856,0.25148430452555653
2422,mnist10k,5000,2,1,7,True,0.1,1,2422,784,784,7,0.1,0.017857142857142856,0.2473161853832092
2423,mnist10k,5000,2,1,7,True,0.2,1,2423,784,784,7,0.2,0.017857142857142856,0.2533699154716842
2424,mnist10k,5000,2,1,7,True,0.3,1,2424,784,784,7,0.3,0.017857142857142856,0.24391188844440403
2425,mnist10k,5000,2,1,7,True,0.4,1,2425,784,784,7,0.4,0.017857142857142856,0.2598955785895702
2426,mnist10k,5000,2,1,7,True,0.5,1,2426,784,784,7,0.5,0.017857142857142856,0.25673224620752955
2427,mnist10k,5000,2,1,7,True,0.6,1,2427,784,784,7,0.6,0.017857142857142856,0.266474076752757
2428,mnist10k,5000,2,1,7,True,0.7,1,2428,784,784,7,0.7,0.017857142857142856,0.25400816146106
2429,mnist10k,5000,2,1,7,True,0.8,1,2429,784,784,7,0.8,0.017857142857142856,0.25964490898675474
2430,mnist10k,5000,2,1,8,True,0.01,1,2430,784,784,8,0.01,0.02040816326530612,0.26069395477520024
2431,mnist10k,5000,2,1,8,True,0.05,1,2431,784,784,8,0.05,0.02040816326530612,0.27598709502709423
2432,mnist10k,5000,2,1,8,True,0.1,1,2432,784,784,8,0.1,0.02040816326530612,0.25367390799902356
2433,mnist10k,5000,2,1,8,True,0.2,1,2433,784,784,8,0.2,0.02040816326530612,0.25268058970302215
2434,mnist10k,5000,2,1,8,True,0.3,1,2434,784,784,8,0.3,0.02040816326530612,0.26936216586800615
2435,mnist10k,5000,2,1,8,True,0.4,1,2435,784,784,8,0.4,0.02040816326530612,0.24218435232658625
2436,mnist10k,5000,2,1,8,True,0.5,1,2436,784,784,8,0.5,0.02040816326530612,0.2584503945095006
2437,mnist10k,5000,2,1,8,True,0.6,1,2437,784,784,8,0.6,0.02040816326530612,0.2567678910927086
2438,mnist10k,5000,2,1,8,True,0.7,1,2438,784,784,8,0.7,0.02040816326530612,0.2600468322413817
2439,mnist10k,5000,2,1,8,True,0.8,1,2439,784,784,8,0.8,0.02040816326530612,0.23896998151424598
2440,mnist10k,5000,2,1,10,True,0.01,1,2440,784,784,10,0.01,0.025510204081632654,0.2822825763354466
2441,mnist10k,5000,2,1,10,True,0.05,1,2441,784,784,10,0.05,0.025510204081632654,0.25286237176910864
2442,mnist10k,5000,2,1,10,True,0.1,1,2442,784,784,10,0.1,0.025510204081632654,0.2461364434010266
2443,mnist10k,5000,2,1,10,True,0.2,1,2443,784,784,10,0.2,0.025510204081632654,0.2465485785767415
2444,mnist10k,5000,2,1,10,True,0.3,1,2444,784,784,10,0.3,0.025510204081632654,0.2649716937449433
2445,mnist10k,5000,2,1,10,True,0.4,1,2445,784,784,10,0.4,0.025510204081632654,0.2629479297853146
2446,mnist10k,5000,2,1,10,True,0.5,1,2446,784,784,10,0.5,0.025510204081632654,0.2556371977274828
2447,mnist10k,5000,2,1,10,True,0.6,1,2447,784,784,10,0.6,0.025510204081632654,0.25249438511918276
2448,mnist10k,5000,2,1,10,True,0.7,1,2448,784,784,10,0.7,0.025510204081632654,0.24493559449445737
2449,mnist10k,5000,2,1,10,True,0.8,1,2449,784,784,10,0.8,0.025510204081632654,0.24636486067041874
2450,glove10k,5000,24,20,1,True,0.01,1,2450,300,6000,1,0.01,0.004,0.2178457201748865
2451,glove10k,5000,24,20,1,True,0.05,1,2451,300,6000,1,0.05,0.004,0.17352814664448743
2452,glove10k,5000,24,20,1,True,0.1,1,2452,300,6000,1,0.1,0.004,0.16596015769622074
2453,glove10k,5000,24,20,1,True,0.2,1,2453,300,6000,1,0.2,0.004,0.13999574417999108
2454,glove10k,5000,24,20,1,True,0.3,1,2454,300,6000,1,0.3,0.004,0.11926963115617627
2455,glove10k,5000,24,20,1,True,0.4,1,2455,300,6000,1,0.4,0.004,0.13053834987964802
2456,glove10k,5000,24,20,1,True,0.5,1,2456,300,6000,1,0.5,0.004,0.11114461175153695
2457,glove10k,5000,24,20,1,True,0.6,1,2457,300,6000,1,0.6,0.004,0.09428613658301041
2458,glove10k,5000,24,20,1,True,0.7,1,2458,300,6000,1,0.7,0.004,0.06342487414590083
2459,glove10k,5000,24,20,1,True,0.8,1,2459,300,6000,1,0.8,0.004,0.05765684961914281
2460,glove10k,5000,24,20,2,True,0.01,1,2460,300,6000,2,0.01,0.008,0.1953909164112999
2461,glove10k,5000,24,20,2,True,0.05,1,2461,300,6000,2,0.05,0.008,0.16340881686776634
2462,glove10k,5000,24,20,2,True,0.1,1,2462,300,6000,2,0.1,0.008,0.14779991236297924
2463,glove10k,5000,24,20,2,True,0.2,1,2463,300,6000,2,0.2,0.008,0.15412043189223437
2464,glove10k,5000,24,20,2,True,0.3,1,2464,300,6000,2,0.3,0.008,0.13144835385911846
2465,glove10k,5000,24,20,2,True,0.4,1,2465,300,6000,2,0.4,0.008,0.11437909090566752
2466,glove10k,5000,24,20,2,True,0.5,1,2466,300,6000,2,0.5,0.008,0.10573346406242519
2467,glove10k,5000,24,20,2,True,0.6,1,2467,300,6000,2,0.6,0.008,0.08254593175749726
2468,glove10k,5000,24,20,2,True,0.7,1,2468,300,6000,2,0.7,0.008,0.10234012772032404
2469,glove10k,5000,24,20,2,True,0.8,1,2469,300,6000,2,0.8,0.008,0.09950436950748068
2470,glove10k,5000,24,20,3,True,0.01,1,2470,300,6000,3,0.01,0.012,0.20100007895168648
2471,glove10k,5000,24,20,3,True,0.05,1,2471,300,6000,3,0.05,0.012,0.169019203530718
2472,glove10k,5000,24,20,3,True,0.1,1,2472,300,6000,3,0.1,0.012,0.1796596408976709
2473,glove10k,5000,24,20,3,True,0.2,1,2473,300,6000,3,0.2,0.012,0.14603792757657585
2474,glove10k,5000,24,20,3,True,0.3,1,2474,300,6000,3,0.3,0.012,0.17071282878189123
2475,glove10k,5000,24,20,3,True,0.4,1,2475,300,6000,3,0.4,0.012,0.15129802054356337
2476,glove10k,5000,24,20,3,True,0.5,1,2476,300,6000,3,0.5,0.012,0.14123797502201993
2477,glove10k,5000,24,20,3,True,0.6,1,2477,300,6000,3,0.6,0.012,0.13352288356587183
2478,glove10k,5000,24,20,3,True,0.7,1,2478,300,6000,3,0.7,0.012,0.12546229112473897
2479,glove10k,5000,24,20,3,True,0.8,1,2479,300,6000,3,0.8,0.012,0.13052235710689541
2480,glove10k,5000,24,20,5,True,0.01,1,2480,300,6000,5,0.01,0.02,0.20284312146257627
2481,glove10k,5000,24,20,5,True,0.05,1,2481,300,6000,5,0.05,0.02,0.18573297335806174
2482,glove10k,5000,24,20,5,True,0.1,1,2482,300,6000,5,0.1,0.02,0.1749719056365481
2483,glove10k,5000,24,20,5,True,0.2,1,2483,300,6000,5,0.2,0.02,0.15423705378367097
2484,glove10k,5000,24,20,5,True,0.3,1,2484,300,6000,5,0.3,0.02,0.1766714033021442
2485,glove10k,5000,24,20,5,True,0.4,1,2485,300,6000,5,0.4,0.02,0.1368499443074786
2486,glove10k,5000,24,20,5,True,0.5,1,2486,300,6000,5,0.5,0.02,0.12678437511111162
2487,glove10k,5000,24,20,5,True,0.6,1,2487,300,6000,5,0.6,0.02,0.14887191077489728
2488,glove10k,5000,24,20,5,True,0.7,1,2488,300,6000,5,0.7,0.02,0.1358301866517716
2489,glove10k,5000,24,20,5,True,0.8,1,2489,300,6000,5,0.8,0.02,0.13336900981862587
2490,glove10k,5000,24,20,7,True,0.01,1,2490,300,6000,7,0.01,0.028,0.19842312811530177
2491,glove10k,5000,24,20,7,True,0.05,1,2491,300,6000,7,0.05,0.028,0.1747149079197312
2492,glove10k,5000,24,20,7,True,0.1,1,2492,300,6000,7,0.1,0.028,0.17767861103351584
2493,glove10k,5000,24,20,7,True,0.2,1,2493,300,6000,7,0.2,0.028,0.1702355141951721
2494,glove10k,5000,24,20,7,True,0.3,1,2494,300,6000,7,0.3,0.028,0.15910332284600917
2495,glove10k,5000,24,20,7,True,0.4,1,2495,300,6000,7,0.4,0.028,0.14717757470687395
2496,glove10k,5000,24,20,7,True,0.5,1,2496,300,6000,7,0.5,0.028,0.1390413115349903
2497,glove10k,5000,24,20,7,True,0.6,1,2497,300,6000,7,0.6,0.028,0.14023077529136718
2498,glove10k,5000,24,20,7,True,0.7,1,2498,300,6000,7,0.7,0.028,0.13814087107500556
2499,glove10k,5000,24,20,7,True,0.8,1,2499,300,6000,7,0.8,0.028,0.08117651739668108
2500,glove10k,5000,24,20,8,True,0.01,1,2500,300,6000,8,0.01,0.032,0.20370377160454717
2501,glove10k,5000,24,20,8,True,0.05,1,2501,300,6000,8,0.05,0.032,0.16802427011453824
2502,glove10k,5000,24,20,8,True,0.1,1,2502,300,6000,8,0.1,0.032,0.164370197667164
2503,glove10k,5000,24,20,8,True,0.2,1,2503,300,6000,8,0.2,0.032,0.1484344542868838
2504,glove10k,5000,24,20,8,True,0.3,1,2504,300,6000,8,0.3,0.032,0.15430967991947003
2505,glove10k,5000,24,20,8,True,0.4,1,2505,300,6000,8,0.4,0.032,0.16729594272567175
2506,glove10k,5000,24,20,8,True,0.5,1,2506,300,6000,8,0.5,0.032,0.14175150891021138
2507,glove10k,5000,24,20,8,True,0.6,1,2507,300,6000,8,0.6,0.032,0.14932740725853394
2508,glove10k,5000,24,20,8,True,0.7,1,2508,300,6000,8,0.7,0.032,0.12480656415220087
2509,glove10k,5000,24,20,8,True,0.8,1,2509,300,6000,8,0.8,0.032,0.1360707109970998
2510,glove10k,5000,24,20,10,True,0.01,1,2510,300,6000,10,0.01,0.04,0.20450704427815977
2511,glove10k,5000,24,20,10,True,0.05,1,2511,300,6000,10,0.05,0.04,0.2007925112536022
2512,glove10k,5000,24,20,10,True,0.1,1,2512,300,6000,10,0.1,0.04,0.1651534722621867
2513,glove10k,5000,24,20,10,True,0.2,1,2513,300,6000,10,0.2,0.04,0.185044369723684
2514,glove10k,5000,24,20,10,True,0.3,1,2514,300,6000,10,0.3,0.04,0.1572018642390809
2515,glove10k,5000,24,20,10,True,0.4,1,2515,300,6000,10,0.4,0.04,0.15795674548539898
2516,glove10k,5000,24,20,10,True,0.5,1,2516,300,6000,10,0.5,0.04,0.15382997955312488
2517,glove10k,5000,24,20,10,True,0.6,1,2517,300,6000,10,0.6,0.04,0.13111945688288892
2518,glove10k,5000,24,20,10,True,0.7,1,2518,300,6000,10,0.7,0.04,0.14106414507360576
2519,glove10k,5000,24,20,10,True,0.8,1,2519,300,6000,10,0.8,0.04,0.12362972668286755
2520,glove10k,5000,24,4,1,True,0.01,1,2520,300,1200,1,0.01,0.02,0.1743707695103061
2521,glove10k,5000,24,4,1,True,0.05,1,2521,300,1200,1,0.05,0.02,0.1634620698759522
2522,glove10k,5000,24,4,1,True,0.1,1,2522,300,1200,1,0.1,0.02,0.15161860257171675
2523,glove10k,5000,24,4,1,True,0.2,1,2523,300,1200,1,0.2,0.02,0.15145637930714786
2524,glove10k,5000,24,4,1,True,0.3,1,2524,300,1200,1,0.3,0.02,0.13911419039192108
2525,glove10k,5000,24,4,1,True,0.4,1,2525,300,1200,1,0.4,0.02,0.12631994369842617
2526,glove10k,5000,24,4,1,True,0.5,1,2526,300,1200,1,0.5,0.02,0.13905994531060611
2527,glove10k,5000,24,4,1,True,0.6,1,2527,300,1200,1,0.6,0.02,0.10841178189165808
2528,glove10k,5000,24,4,1,True,0.7,1,2528,300,1200,1,0.7,0.02,0.10904248164187354
2529,glove10k,5000,24,4,1,True,0.8,1,2529,300,1200,1,0.8,0.02,0.103196048988467
2530,glove10k,5000,24,4,2,True,0.01,1,2530,300,1200,2,0.01,0.04,0.18404585487419173
2531,glove10k,5000,24,4,2,True,0.05,1,2531,300,1200,2,0.05,0.04,0.15776415716906445
2532,glove10k,5000,24,4,2,True,0.1,1,2532,300,1200,2,0.1,0.04,0.1436693185382515
2533,glove10k,5000,24,4,2,True,0.2,1,2533,300,1200,2,0.2,0.04,0.136562272234774
2534,glove10k,5000,24,4,2,True,0.3,1,2534,300,1200,2,0.3,0.04,0.1361227423278973
2535,glove10k,5000,24,4,2,True,0.4,1,2535,300,1200,2,0.4,0.04,0.14520496068686653
2536,glove10k,5000,24,4,2,True,0.5,1,2536,300,1200,2,0.5,0.04,0.11580797106549894
2537,glove10k,5000,24,4,2,True,0.6,1,2537,300,1200,2,0.6,0.04,0.13642416808507984
2538,glove10k,5000,24,4,2,True,0.7,1,2538,300,1200,2,0.7,0.04,0.1178758952761104
2539,glove10k,5000,24,4,2,True,0.8,1,2539,300,1200,2,0.8,0.04,0.0916400076079197
2540,glove10k,5000,24,4,3,True,0.01,1,2540,300,1200,3,0.01,0.06,0.17862800936564324
2541,glove10k,5000,24,4,3,True,0.05,1,2541,300,1200,3,0.05,0.06,0.1652707591554752
2542,glove10k,5000,24,4,3,True,0.1,1,2542,300,1200,3,0.1,0.06,0.15310831669393707
2543,glove10k,5000,24,4,3,True,0.2,1,2543,300,1200,3,0.2,0.06,0.14493220945164434
2544,glove10k,5000,24,4,3,True,0.3,1,2544,300,1200,3,0.3,0.06,0.1428793060006303
2545,glove10k,5000,24,4,3,True,0.4,1,2545,300,1200,3,0.4,0.06,0.14682186522391596
2546,glove10k,5000,24,4,3,True,0.5,1,2546,300,1200,3,0.5,0.06,0.139440425095385
2547,glove10k,5000,24,4,3,True,0.6,1,2547,300,1200,3,0.6,0.06,0.1319857752932478
2548,glove10k,5000,24,4,3,True,0.7,1,2548,300,1200,3,0.7,0.06,0.10911491810217441
2549,glove10k,5000,24,4,3,True,0.8,1,2549,300,1200,3,0.8,0.06,0.12027975359369972
2550,glove10k,5000,24,4,5,True,0.01,1,2550,300,1200,5,0.01,0.1,0.18535505571519265
2551,glove10k,5000,24,4,5,True,0.05,1,2551,300,1200,5,0.05,0.1,0.14812997492702543
2552,glove10k,5000,24,4,5,True,0.1,1,2552,300,1200,5,0.1,0.1,0.14331386589743317
2553,glove10k,5000,24,4,5,True,0.2,1,2553,300,1200,5,0.2,0.1,0.15524310004891287
2554,glove10k,5000,24,4,5,True,0.3,1,2554,300,1200,5,0.3,0.1,0.13889016099007667
2555,glove10k,5000,24,4,5,True,0.4,1,2555,300,1200,5,0.4,0.1,0.14369571405478201
2556,glove10k,5000,24,4,5,True,0.5,1,2556,300,1200,5,0.5,0.1,0.13528721484261821
2557,glove10k,5000,24,4,5,True,0.6,1,2557,300,1200,5,0.6,0.1,0.13006073772614932
2558,glove10k,5000,24,4,5,True,0.7,1,2558,300,1200,5,0.7,0.1,0.11835724125538123
2559,glove10k,5000,24,4,5,True,0.8,1,2559,300,1200,5,0.8,0.1,0.11495359005565646
2560,glove10k,5000,24,4,7,True,0.01,1,2560,300,1200,7,0.01,0.14,0.18199794224508048
2561,glove10k,5000,24,4,7,True,0.05,1,2561,300,1200,7,0.05,0.14,0.15705703321471426
2562,glove10k,5000,24,4,7,True,0.1,1,2562,300,1200,7,0.1,0.14,0.14121894988062014
2563,glove10k,5000,24,4,7,True,0.2,1,2563,300,1200,7,0.2,0.14,0.1361613266276299
2564,glove10k,5000,24,4,7,True,0.3,1,2564,300,1200,7,0.3,0.14,0.14515034282701503
2565,glove10k,5000,24,4,7,True,0.4,1,2565,300,1200,7,0.4,0.14,0.12469187982693805
2566,glove10k,5000,24,4,7,True,0.5,1,2566,300,1200,7,0.5,0.14,0.151023742870462
2567,glove10k,5000,24,4,7,True,0.6,1,2567,300,1200,7,0.6,0.14,0.11468467514277295
2568,glove10k,5000,24,4,7,True,0.7,1,2568,300,1200,7,0.7,0.14,0.10994697417711871
2569,glove10k,5000,24,4,7,True,0.8,1,2569,300,1200,7,0.8,0.14,0.11371167807499373
2570,glove10k,5000,24,4,8,True,0.01,1,2570,300,1200,8,0.01,0.16,0.17437243669044875
2571,glove10k,5000,24,4,8,True,0.05,1,2571,300,1200,8,0.05,0.16,0.16525325749565198
2572,glove10k,5000,24,4,8,True,0.1,1,2572,300,1200,8,0.1,0.16,0.13348308387610736
2573,glove10k,5000,24,4,8,True,0.2,1,2573,300,1200,8,0.2,0.16,0.15161895679727938
2574,glove10k,5000,24,4,8,True,0.3,1,2574,300,1200,8,0.3,0.16,0.15456519471888083
2575,glove10k,5000,24,4,8,True,0.4,1,2575,300,1200,8,0.4,0.16,0.12829826106828518
2576,glove10k,5000,24,4,8,True,0.5,1,2576,300,1200,8,0.5,0.16,0.13036258706365822
2577,glove10k,5000,24,4,8,True,0.6,1,2577,300,1200,8,0.6,0.16,0.13107021267804697
2578,glove10k,5000,24,4,8,True,0.7,1,2578,300,1200,8,0.7,0.16,0.1181271707135869
2579,glove10k,5000,24,4,8,True,0.8,1,2579,300,1200,8,0.8,0.16,0.10242022695170952
2580,glove10k,5000,24,4,10,True,0.01,1,2580,300,1200,10,0.01,0.2,0.18816193114493593
2581,glove10k,5000,24,4,10,True,0.05,1,2581,300,1200,10,0.05,0.2,0.16355141373309684
2582,glove10k,5000,24,4,10,True,0.1,1,2582,300,1200,10,0.1,0.2,0.14601563245130006
2583,glove10k,5000,24,4,10,True,0.2,1,2583,300,1200,10,0.2,0.2,0.1273197336781828
2584,glove10k,5000,24,4,10,True,0.3,1,2584,300,1200,10,0.3,0.2,0.14647135054703614
2585,glove10k,5000,24,4,10,True,0.4,1,2585,300,1200,10,0.4,0.2,0.1376120165867614
2586,glove10k,5000,24,4,10,True,0.5,1,2586,300,1200,10,0.5,0.2,0.13542410935444998
2587,glove10k,5000,24,4,10,True,0.6,1,2587,300,1200,10,0.6,0.2,0.11722232505253213
2588,glove10k,5000,24,4,10,True,0.7,1,2588,300,1200,10,0.7,0.2,0.12056828674350915
2589,glove10k,5000,24,4,10,True,0.8,1,2589,300,1200,10,0.8,0.2,0.12233243842525804
2590,glove10k,5000,24,8,1,True,0.01,1,2590,300,2400,1,0.01,0.01,0.20043845898131543
2591,glove10k,5000,24,8,1,True,0.05,1,2591,300,2400,1,0.05,0.01,0.1639242130226729
2592,glove10k,5000,24,8,1,True,0.1,1,2592,300,2400,1,0.1,0.01,0.16172377342245725
2593,glove10k,5000,24,8,1,True,0.2,1,2593,300,2400,1,0.2,0.01,0.15168870267892165
2594,glove10k,5000,24,8,1,True,0.3,1,2594,300,2400,1,0.3,0.01,0.13816816378627794
2595,glove10k,5000,24,8,1,True,0.4,1,2595,300,2400,1,0.4,0.01,0.1376310723943206
2596,glove10k,5000,24,8,1,True,0.5,1,2596,300,2400,1,0.5,0.01,0.13154187102361048
2597,glove10k,5000,24,8,1,True,0.6,1,2597,300,2400,1,0.6,0.01,0.1463886178821311
2598,glove10k,5000,24,8,1,True,0.7,1,2598,300,2400,1,0.7,0.01,0.1132167115147054
2599,glove10k,5000,24,8,1,True,0.8,1,2599,300,2400,1,0.8,0.01,0.09872069699268735
2600,glove10k,5000,24,8,2,True,0.01,1,2600,300,2400,2,0.01,0.02,0.20533353899818466
2601,glove10k,5000,24,8,2,True,0.05,1,2601,300,2400,2,0.05,0.02,0.16545828138904922
2602,glove10k,5000,24,8,2,True,0.1,1,2602,300,2400,2,0.1,0.02,0.16501447549750736
2603,glove10k,5000,24,8,2,True,0.2,1,2603,300,2400,2,0.2,0.02,0.16690430146783541
2604,glove10k,5000,24,8,2,True,0.3,1,2604,300,2400,2,0.3,0.02,0.14196159707855005
2605,glove10k,5000,24,8,2,True,0.4,1,2605,300,2400,2,0.4,0.02,0.13218328890088146
2606,glove10k,5000,24,8,2,True,0.5,1,2606,300,2400,2,0.5,0.02,0.13558121630417358
2607,glove10k,5000,24,8,2,True,0.6,1,2607,300,2400,2,0.6,0.02,0.1336539161540732
2608,glove10k,5000,24,8,2,True,0.7,1,2608,300,2400,2,0.7,0.02,0.13754870556376697
2609,glove10k,5000,24,8,2,True,0.8,1,2609,300,2400,2,0.8,0.02,0.11726298075228266
2610,glove10k,5000,24,8,3,True,0.01,1,2610,300,2400,3,0.01,0.03,0.18869354898169594
2611,glove10k,5000,24,8,3,True,0.05,1,2611,300,2400,3,0.05,0.03,0.16697986825891048
2612,glove10k,5000,24,8,3,True,0.1,1,2612,300,2400,3,0.1,0.03,0.15644002800193266
2613,glove10k,5000,24,8,3,True,0.2,1,2613,300,2400,3,0.2,0.03,0.16026619794255265
2614,glove10k,5000,24,8,3,True,0.3,1,2614,300,2400,3,0.3,0.03,0.14411650426391193
2615,glove10k,5000,24,8,3,True,0.4,1,2615,300,2400,3,0.4,0.03,0.13521259506208494
2616,glove10k,5000,24,8,3,True,0.5,1,2616,300,2400,3,0.5,0.03,0.13454527459607066
2617,glove10k,5000,24,8,3,True,0.6,1,2617,300,2400,3,0.6,0.03,0.14281420985773524
2618,glove10k,5000,24,8,3,True,0.7,1,2618,300,2400,3,0.7,0.03,0.1401502894931943
2619,glove10k,5000,24,8,3,True,0.8,1,2619,300,2400,3,0.8,0.03,0.12223363082844446
2620,glove10k,5000,24,8,5,True,0.01,1,2620,300,2400,5,0.01,0.05,0.19874316237953968
2621,glove10k,5000,24,8,5,True,0.05,1,2621,300,2400,5,0.05,0.05,0.17821822977658022
2622,glove10k,5000,24,8,5,True,0.1,1,2622,300,2400,5,0.1,0.05,0.16562340336067322
2623,glove10k,5000,24,8,5,True,0.2,1,2623,300,2400,5,0.2,0.05,0.1552436817788274
2624,glove10k,5000,24,8,5,True,0.3,1,2624,300,2400,5,0.3,0.05,0.16388642475332166
2625,glove10k,5000,24,8,5,True,0.4,1,2625,300,2400,5,0.4,0.05,0.1375904755187458
2626,glove10k,5000,24,8,5,True,0.5,1,2626,300,2400,5,0.5,0.05,0.14544904331803557
2627,glove10k,5000,24,8,5,True,0.6,1,2627,300,2400,5,0.6,0.05,0.1273866304489975
2628,glove10k,5000,24,8,5,True,0.7,1,2628,300,2400,5,0.7,0.05,0.12091960081328264
2629,glove10k,5000,24,8,5,True,0.8,1,2629,300,2400,5,0.8,0.05,0.13012141801505758
2630,glove10k,5000,24,8,7,True,0.01,1,2630,300,2400,7,0.01,0.07,0.17536660852741875
2631,glove10k,5000,24,8,7,True,0.05,1,2631,300,2400,7,0.05,0.07,0.17431775158040747
2632,glove10k,5000,24,8,7,True,0.1,1,2632,300,2400,7,0.1,0.07,0.16116116495399097
2633,glove10k,5000,24,8,7,True,0.2,1,2633,300,2400,7,0.2,0.07,0.14908540572208176
2634,glove10k,5000,24,8,7,True,0.3,1,2634,300,2400,7,0.3,0.07,0.1420750769922048
2635,glove10k,5000,24,8,7,True,0.4,1,2635,300,2400,7,0.4,0.07,0.14893719191115173
2636,glove10k,5000,24,8,7,True,0.5,1,2636,300,2400,7,0.5,0.07,0.1518429566668139
2637,glove10k,5000,24,8,7,True,0.6,1,2637,300,2400,7,0.6,0.07,0.12575456657736758
2638,glove10k,5000,24,8,7,True,0.7,1,2638,300,2400,7,0.7,0.07,0.11505179261409719
2639,glove10k,5000,24,8,7,True,0.8,1,2639,300,2400,7,0.8,0.07,0.11287729066207894
2640,glove10k,5000,24,8,8,True,0.01,1,2640,300,2400,8,0.01,0.08,0.1864171786784886
2641,glove10k,5000,24,8,8,True,0.05,1,2641,300,2400,8,0.05,0.08,0.17640769408966578
2642,glove10k,5000,24,8,8,True,0.1,1,2642,300,2400,8,0.1,0.08,0.17505199038717978
2643,glove10k,5000,24,8,8,True,0.2,1,2643,300,2400,8,0.2,0.08,0.1688161268909214
2644,glove10k,5000,24,8,8,True,0.3,1,2644,300,2400,8,0.3,0.08,0.1377927864148553
2645,glove10k,5000,24,8,8,True,0.4,1,2645,300,2400,8,0.4,0.08,0.14091213817110665
2646,glove10k,5000,24,8,8,True,0.5,1,2646,300,2400,8,0.5,0.08,0.14194770391811903
2647,glove10k,5000,24,8,8,True,0.6,1,2647,300,2400,8,0.6,0.08,0.14404277786542224
2648,glove10k,5000,24,8,8,True,0.7,1,2648,300,2400,8,0.7,0.08,0.14120687819542616
2649,glove10k,5000,24,8,8,True,0.8,1,2649,300,2400,8,0.8,0.08,0.11547166498244545
2650,glove10k,5000,24,8,10,True,0.01,1,2650,300,2400,10,0.01,0.1,0.19993567265737006
2651,glove10k,5000,24,8,10,True,0.05,1,2651,300,2400,10,0.05,0.1,0.16921561327166038
2652,glove10k,5000,24,8,10,True,0.1,1,2652,300,2400,10,0.1,0.1,0.15788060729129827
2653,glove10k,5000,24,8,10,True,0.2,1,2653,300,2400,10,0.2,0.1,0.14619600328073346
2654,glove10k,5000,24,8,10,True,0.3,1,2654,300,2400,10,0.3,0.1,0.12999228832677023
2655,glove10k,5000,24,8,10,True,0.4,1,2655,300,2400,10,0.4,0.1,0.13925808619268293
2656,glove10k,5000,24,8,10,True,0.5,1,2656,300,2400,10,0.5,0.1,0.14759039854297434
2657,glove10k,5000,24,8,10,True,0.6,1,2657,300,2400,10,0.6,0.1,0.14173335161771053
2658,glove10k,5000,24,8,10,True,0.7,1,2658,300,2400,10,0.7,0.1,0.12201424550727445
2659,glove10k,5000,24,8,10,True,0.8,1,2659,300,2400,10,0.8,0.1,0.10805128092381107
2660,glove10k,5000,24,12,1,True,0.01,1,2660,300,3600,1,0.01,0.006666666666666667,0.19413562574406762
2661,glove10k,5000,24,12,1,True,0.05,1,2661,300,3600,1,0.05,0.006666666666666667,0.1644102356218909
2662,glove10k,5000,24,12,1,True,0.1,1,2662,300,3600,1,0.1,0.006666666666666667,0.14778358191360264
2663,glove10k,5000,24,12,1,True,0.2,1,2663,300,3600,1,0.2,0.006666666666666667,0.14378735724229127
2664,glove10k,5000,24,12,1,True,0.3,1,2664,300,3600,1,0.3,0.006666666666666667,0.1173781412682561
2665,glove10k,5000,24,12,1,True,0.4,1,2665,300,3600,1,0.4,0.006666666666666667,0.11113687617184084
2666,glove10k,5000,24,12,1,True,0.5,1,2666,300,3600,1,0.5,0.006666666666666667,0.08720708304179547
2667,glove10k,5000,24,12,1,True,0.6,1,2667,300,3600,1,0.6,0.006666666666666667,0.09860014530788848
2668,glove10k,5000,24,12,1,True,0.7,1,2668,300,3600,1,0.7,0.006666666666666667,0.07693620773122865
2669,glove10k,5000,24,12,1,True,0.8,1,2669,300,3600,1,0.8,0.006666666666666667,0.07710039002660903
