,experiment_index,input_dim,embedding_size,btsp_fq,btsp_mAP,fly_mAP,wta_mAP,lsh_mAP
131,131,784,784,0.02040816326530612,0.310200116560286,0.4488363000649985,0.24775799184838332,0.24272827534021002
132,132,784,3136,0.00510204081632653,0.5193595842208835,0.5116218631667945,0.17806011324993984,0.2404429606639167
133,133,784,3136,0.00510204081632653,0.5156069128168983,0.500628737619601,0.2347969161490704,0.26156888579739407
134,134,784,3136,0.00510204081632653,0.5148069990420957,0.48319347916438776,0.23052376593170165,0.2818455906545364
135,135,784,3136,0.00510204081632653,0.5143682398089708,0.5230812895069858,0.2706479444378937,0.2422205015486342
136,136,784,3136,0.00510204081632653,0.4992013290748726,0.503640167607957,0.19466420559887265,0.2493516180087634
137,137,784,3136,0.00510204081632653,0.511015685054491,0.5115569806115734,0.31540331611465694,0.2517682178624316
138,138,784,3136,0.00510204081632653,0.42083838926819034,0.5031643996315315,0.2521276038589776,0.26452975119921707
139,139,784,3136,0.00510204081632653,0.3361549459764727,0.46845315812279736,0.16422351392580692,0.27742411306146
140,140,784,3136,0.00510204081632653,0.3285313717258513,0.4550985428644939,0.20216369638250756,0.27579764683392327
141,141,784,3136,0.00510204081632653,0.30263484576217603,0.4471054862969411,0.21260254501944,0.26551854022946425
142,142,784,3136,0.00510204081632653,0.3069330704440934,0.43244950378762576,0.2724802676378438,0.25248787859394795
143,143,784,3136,0.00510204081632653,0.2811145267952492,0.4060695020718875,0.23348983452308966,0.2407022472871171
144,144,784,6272,0.002551020408163265,0.48961219522186955,0.5146843596735426,0.263453901095564,0.260630132153308
145,145,784,6272,0.002551020408163265,0.5178106375475138,0.4988102054902341,0.24696626483843898,0.2541323248926598
146,146,784,6272,0.002551020408163265,0.5124702298117982,0.5229879455208677,0.2142904358146218,0.2702604203586229
147,147,784,6272,0.002551020408163265,0.5267987118494925,0.5009537636664813,0.23453531060681468,0.24519918569271953
148,148,784,6272,0.002551020408163265,0.522130341751926,0.5261750225828999,0.24651921475205218,0.2603512233977215
149,149,784,6272,0.002551020408163265,0.5116919399244891,0.5247544382107601,0.27652877233231027,0.2594545834607689
150,150,784,6272,0.002551020408163265,0.42930681897174716,0.512075076054126,0.230644302121209,0.23428795012323075
151,151,784,6272,0.002551020408163265,0.30210888318282536,0.443317649077345,0.23153769056707818,0.2927303403160645
152,152,784,6272,0.002551020408163265,0.33812078427733383,0.4353602731169619,0.19770418630415837,0.2714358560364647
153,153,784,6272,0.002551020408163265,0.28432438025381473,0.397692667532753,0.28794350096357096,0.2935998778096051
154,154,784,6272,0.002551020408163265,0.29146763606643156,0.3875197197668139,0.2900752472935993,0.26074820259034276
155,155,784,6272,0.002551020408163265,0.28395746730648774,0.39589963541568285,0.24848505579576072,0.24917286190613555
156,156,784,9408,0.0017006802721088435,0.5131458184186651,0.5147791125089228,0.25503664895739553,0.25139518639237785
157,157,784,9408,0.0017006802721088435,0.5417479234702646,0.5224671529690758,0.21090213448303574,0.27431814335586296
158,158,784,9408,0.0017006802721088435,0.5236901145711681,0.5162316141304191,0.1959947053255412,0.25868566087747413
159,159,784,9408,0.0017006802721088435,0.5170528468345785,0.5077204731962268,0.23971706791260924,0.2520674944692541
160,160,784,9408,0.0017006802721088435,0.5085155561109972,0.500680091549905,0.23087790210520995,0.26757650087644913
161,161,784,9408,0.0017006802721088435,0.5260232641783164,0.523209249804094,0.2030362901144067,0.2729894422845728
162,162,784,9408,0.0017006802721088435,0.41574145304829085,0.4947900009913209,0.21980006225264037,0.2550216043122751
163,163,784,9408,0.0017006802721088435,0.35343742471265105,0.42774518383921634,0.2413920553643926,0.2656928088051133
164,164,784,9408,0.0017006802721088435,0.32076761846292856,0.3993907139645109,0.305329053121647,0.24231056063436193
165,165,784,9408,0.0017006802721088435,0.30897302985902686,0.41369216851492474,0.1816904545685732,0.25538312691328446
166,166,784,9408,0.0017006802721088435,0.31773290298089435,0.3928961125328268,0.24442398105624175,0.2810189494197282
167,167,784,9408,0.0017006802721088435,0.3567054335456078,0.3831158030573353,0.20858801888375614,0.23934129690886732
168,168,784,15680,0.0010204081632653062,0.5120139421214119,0.5217197493804688,0.20284197869160425,0.2550017884318182
169,169,784,15680,0.0010204081632653062,0.5177016379124225,0.5222909253336433,0.18966127283150813,0.267485184914079
170,170,784,15680,0.0010204081632653062,0.5450586579850998,0.518005433160346,0.2419589377584941,0.2687057034541503
171,171,784,15680,0.0010204081632653062,0.5268976572920921,0.5137918496079252,0.25914837223644266,0.25946573432535
172,172,784,15680,0.0010204081632653062,0.5600141607058229,0.504937232021897,0.24704396159576458,0.24502423087741976
173,173,784,15680,0.0010204081632653062,0.5775220232013196,0.520088436901625,0.2974085965504823,0.273525133480876
174,174,784,15680,0.0010204081632653062,0.4339330113293297,0.500002776257749,0.24088635062795935,0.2794325088145056
175,175,784,15680,0.0010204081632653062,0.35438423293065907,0.4118157209837607,0.1684898461081255,0.2692753564402313
176,176,784,15680,0.0010204081632653062,0.31851312398713016,0.41228275528426345,0.238019741823378,0.25718779194404734
177,177,784,15680,0.0010204081632653062,0.3087219960376373,0.39083674318086015,0.20499603133686609,0.25087360509672857
178,178,784,15680,0.0010204081632653062,0.33019809187100485,0.3700749997939157,0.22326721227391108,0.24625869789896204
179,179,784,15680,0.0010204081632653062,0.4425781188114014,0.36253140176015175,0.29595385720258344,0.26681544943559027
180,180,784,784,0.030612244897959183,0.5897542197532464,0.5817092645441468,0.33296636353290915,0.3318062445828292
181,181,784,784,0.030612244897959183,0.5684171115767084,0.5883262498328126,0.2774903190696159,0.33401934214588375
182,182,784,784,0.030612244897959183,0.5801208183967599,0.5800697367599547,0.35358817303903867,0.3315098202277435
183,183,784,784,0.030612244897959183,0.5695843836002271,0.556631164877451,0.34658530414868927,0.3238466528630191
184,184,784,784,0.030612244897959183,0.5602844195475052,0.5726774418945211,0.34985581991752307,0.33190782300080474
185,185,784,784,0.030612244897959183,0.5585264620498128,0.5554536371800295,0.307717188117623,0.3087267649021346
186,186,784,784,0.030612244897959183,0.479608756009648,0.5859096042893446,0.3111823331279096,0.3054075029136551
187,187,784,784,0.030612244897959183,0.3766143865352028,0.5433670614694215,0.3477432002649872,0.3381955143736156
188,188,784,784,0.030612244897959183,0.37472330561094475,0.49941654660019835,0.3037466567052679,0.3201406557897753
189,189,784,784,0.030612244897959183,0.3568677938601729,0.4952141622060467,0.30154629616729584,0.3232496533611591
190,190,784,784,0.030612244897959183,0.35065221735906976,0.500317210005881,0.2969356257502569,0.32116074182966825
191,191,784,784,0.030612244897959183,0.34072125656101965,0.4786372133839036,0.35574164529343305,0.30774229436431516
192,192,784,3136,0.007653061224489796,0.5769689091204782,0.5907124529223754,0.3700642063613109,0.32010274189258625
193,193,784,3136,0.007653061224489796,0.5877195811416404,0.593344490666985,0.36019674232394594,0.33106016971886465
194,194,784,3136,0.007653061224489796,0.5811089920423492,0.5879019402014687,0.3798651973877111,0.3185630684535744
195,195,784,3136,0.007653061224489796,0.5819528977235862,0.5971622026228501,0.3069743559504033,0.30200109930144275
196,196,784,3136,0.007653061224489796,0.5798570062141525,0.5815469421285417,0.2845918859587268,0.3135689907297864
197,197,784,3136,0.007653061224489796,0.5823995751504046,0.5738714285764761,0.32245959751954,0.30382796892338254
198,198,784,3136,0.007653061224489796,0.47691886520088167,0.5471019648783176,0.32997369652869374,0.3250519311391863
199,199,784,3136,0.007653061224489796,0.35225656489999563,0.4687490512496974,0.30227263888118056,0.3182780473620071
200,200,784,3136,0.007653061224489796,0.3428136159654593,0.43693088113666556,0.3771066251045888,0.31166923201660907
201,201,784,3136,0.007653061224489796,0.30946893810981807,0.4289091779668211,0.2923717356121308,0.34706632625648765
202,202,784,3136,0.007653061224489796,0.2860781195243043,0.43772466347987177,0.3036303340427846,0.33131400030319785
203,203,784,3136,0.007653061224489796,0.26950002778288284,0.41297763098978973,0.29915945632351226,0.3413937343749177
204,204,784,6272,0.003826530612244898,0.5738591961462796,0.5978425516749865,0.3197457292410774,0.3336298110199603
205,205,784,6272,0.003826530612244898,0.5853534601348386,0.5942664330825983,0.299189905995745,0.31307363733510113
206,206,784,6272,0.003826530612244898,0.598893078315509,0.5793434425201143,0.34382649100325285,0.33106795233376046
207,207,784,6272,0.003826530612244898,0.6021216362228216,0.5934262361057295,0.30762359839511344,0.3407113122071324
208,208,784,6272,0.003826530612244898,0.590728236352701,0.5776531586194273,0.34283129689982106,0.32335990095984707
209,209,784,6272,0.003826530612244898,0.583519462513179,0.5884669039761459,0.3015318827146124,0.3051269777890251
210,210,784,6272,0.003826530612244898,0.46049446001480204,0.5164798321569696,0.35866510602945284,0.33126431819572333
211,211,784,6272,0.003826530612244898,0.34610249933961185,0.44724202914826805,0.3110030496932709,0.33275948238887265
212,212,784,6272,0.003826530612244898,0.31140370020578406,0.4477321143920111,0.3208565505689325,0.33663374454604683
213,213,784,6272,0.003826530612244898,0.2709421094758614,0.42159938600312674,0.3089992333162286,0.3551330006275535
214,214,784,6272,0.003826530612244898,0.25149494078268025,0.39901067809182034,0.32712786373216096,0.3119872452208224
215,215,784,6272,0.003826530612244898,0.2421331914629604,0.3873993175526694,0.3710886735838152,0.3203204261289825
216,216,784,9408,0.002551020408163265,0.5988230050566096,0.6031903128778431,0.33904510905610113,0.34624960999459325
217,217,784,9408,0.002551020408163265,0.613692813502922,0.5836921221220523,0.3228136490064844,0.3108813193514893
218,218,784,9408,0.002551020408163265,0.5957979694102614,0.5894754941520871,0.337631899642233,0.3227591027453737
219,219,784,9408,0.002551020408163265,0.5884564191311433,0.5855693093780584,0.273081486314963,0.3438749295575474
220,220,784,9408,0.002551020408163265,0.592250627240032,0.5753389064945058,0.32221894215951713,0.33720901901057754
221,221,784,9408,0.002551020408163265,0.5922267478651106,0.5769655991517495,0.32814841738851647,0.31556418543110604
222,222,784,9408,0.002551020408163265,0.466191575394949,0.5164421567739534,0.3328738460317884,0.3098432085261318
223,223,784,9408,0.002551020408163265,0.35674780925629207,0.42730239750180893,0.3286080577342544,0.3153973840707848
224,224,784,9408,0.002551020408163265,0.28755176139780064,0.42765004189163824,0.3309423792573903,0.31475302993146226
225,225,784,9408,0.002551020408163265,0.2873646774276285,0.398026377595855,0.3646895347522119,0.3379536177311894
226,226,784,9408,0.002551020408163265,0.2696398437305154,0.37249110911526645,0.31369608295147283,0.3199868867220042
227,227,784,9408,0.002551020408163265,0.25424323878855015,0.37827034503019774,0.3721939812602655,0.33696179080579525
228,228,784,15680,0.001530612244897959,0.5850784482405481,0.5943027279372566,0.36777476212162663,0.309073046522611
229,229,784,15680,0.001530612244897959,0.5932099587915863,0.5970686291469864,0.3692960302913511,0.32288121627307154
230,230,784,15680,0.001530612244897959,0.5962711590206978,0.5858796979805523,0.34798524053182756,0.33140872779106373
231,231,784,15680,0.001530612244897959,0.6034546070212469,0.5956917997818627,0.36470884857398916,0.32159838084470244
232,232,784,15680,0.001530612244897959,0.6057250303881757,0.5852795224296153,0.3458902955952724,0.31418580648150124
233,233,784,15680,0.001530612244897959,0.620235447830808,0.5822884531810256,0.35978754253372675,0.33316251386177326
234,234,784,15680,0.001530612244897959,0.49175129176153415,0.5220127203570928,0.3170823437764585,0.3138235510304953
235,235,784,15680,0.001530612244897959,0.34039808490277473,0.41180364140246767,0.33578841335442616,0.32645933227240687
236,236,784,15680,0.001530612244897959,0.2862473326688957,0.40148113278178227,0.3152654276628843,0.33232417932780295
237,237,784,15680,0.001530612244897959,0.3219299011171164,0.3684500663055856,0.33765663133669793,0.31704976758582915
238,238,784,15680,0.001530612244897959,0.2921400657884908,0.3636992035429558,0.2976770746998523,0.31672076544978844
239,239,784,15680,0.001530612244897959,0.3391086794224536,0.3238871884820547,0.24231075082485865,0.3337201532074625
240,240,784,784,0.04081632653061224,0.6441272444140133,0.6296693150763057,0.3876253228942344,0.3719947212567468
241,241,784,784,0.04081632653061224,0.6263778692351418,0.6239347307440067,0.39747874443229114,0.37220315900377704
242,242,784,784,0.04081632653061224,0.631851829283497,0.6049712528567106,0.41377758315960994,0.38121738019323176
243,243,784,784,0.04081632653061224,0.6159001906668499,0.6255282610906727,0.43468032702606435,0.38118300032809466
244,244,784,784,0.04081632653061224,0.6246318467541974,0.6173264098568079,0.4618141017753685,0.37752141299783437
245,245,784,784,0.04081632653061224,0.617468539340231,0.6256331659789715,0.4305252140090715,0.3690318250201368
246,246,784,784,0.04081632653061224,0.5089857151253667,0.6247902201322307,0.42422641415502926,0.3761708934814039
247,247,784,784,0.04081632653061224,0.3966423679738716,0.569589493153805,0.37645343936142633,0.36252307958055824
248,248,784,784,0.04081632653061224,0.36942753283817276,0.5562513701271182,0.40921289155691626,0.37987187997783656
249,249,784,784,0.04081632653061224,0.3527622325110102,0.5060864472125797,0.4480628423547142,0.39096373652721056
250,250,784,784,0.04081632653061224,0.3668162046680942,0.5396865748207101,0.39140551999304535,0.3682165651286452
251,251,784,784,0.04081632653061224,0.33664657126362146,0.4840024138137174,0.42436439993566666,0.3598318548137683
252,252,784,3136,0.01020408163265306,0.6458208345467573,0.6488350255748772,0.39520025232278333,0.3812311786104099
253,253,784,3136,0.01020408163265306,0.63417418052587,0.6289245368836796,0.3942425195930392,0.3618111767810968
254,254,784,3136,0.01020408163265306,0.6492430524997731,0.6502832255117248,0.36147561546101314,0.36435229834759697
